Image,CD11c (Opal 520): Mean
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9841
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0584
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3889
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.294
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0348
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3474
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.2051
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4749
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4999
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0443
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1256
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9812
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4397
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.828
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2914
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5434
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5988
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.115
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.5704
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",11.4788
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5979
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9692
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0477
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0982
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.5672
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8891
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.652
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2736
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.4573
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5382
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3103
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.408
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.4237
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2168
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2378
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.7732
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6682
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5191
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.6394
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.405
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.5069
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1891
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.85
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1558
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3611
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2115
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0675
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2528
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4875
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2998
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.7894
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5562
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5448
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.4571
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8619
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2635
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2972
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4034
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4638
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.83
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5013
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.5711
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.1597
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2009
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0661
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1656
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1743
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6142
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3524
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6735
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.172
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6561
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5698
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2657
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6746
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.0264
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2808
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.8256
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9818
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7229
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.266
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2598
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7577
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.8877
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5754
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.0987
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.9474
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.827
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4641
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.8734
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9551
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",15.9597
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8433
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.7271
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1973
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2774
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6866
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1097
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3983
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6387
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.8695
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7241
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4544
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2873
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8022
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7047
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0476
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.6633
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8394
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.598
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.337
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.0052
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.0483
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4912
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2724
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0956
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.1258
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.7456
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5798
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.273
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4136
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1462
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4405
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5921
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6103
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.5914
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1536
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5896
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8203
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4127
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.6876
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2882
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.311
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2382
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6901
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0217
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8887
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7123
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.424
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8542
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6942
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9858
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.7976
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3935
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2427
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2872
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4558
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3708
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.174
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.0728
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8417
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5126
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.963
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6208
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.2738
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9142
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.3618
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4853
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1563
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.2978
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2077
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.1471
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.1841
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2375
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.0794
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0198
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1743
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2886
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.5673
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2384
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5196
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3342
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5655
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3408
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4901
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9391
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.0514
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5167
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3311
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6909
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3145
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1081
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5701
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3141
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1951
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4883
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.957
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.5517
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0458
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0179
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.8604
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2743
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6995
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.7476
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5294
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3033
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",11.8424
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2298
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9438
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1767
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2397
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.307
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3575
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9481
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0647
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",11.2982
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0404
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4353
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.0192
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1558
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0735
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.084
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3291
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.548
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.0857
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8744
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4636
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9763
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4979
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.2791
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.4571
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3735
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.235
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0152
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1262
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.2535
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6108
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.743
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",12.1504
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.333
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2096
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.141
